"Swap 
 Percentage",Measurement,Feature,sex,age,activities,Medu,health,famsup,freetime,goout,romantic,Fjob,reason,famrel,studytime,paid,internet,Walc,nursery,Pstatus,schoolsup,traveltime,higher,guardian,absences,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
50%,Wasserstein distance,freetime,-,-,-,-,-,-,-,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,,0.00270244070566574,0.00270244070566574,0.06428574575448502,0.1506768814939316,[],"[0.00435552943519536, 0.00886055559027864, 0.0024020097974295, 0.0018054603863383901, 0.0037489177448810198, 0.01126400285616864, 0.01772973599132008, 0.02373979162450551, 0.0030057465508229104, 0.010503582040585031, 0.0039041643386107396, 0.00826544364764798, 0.006458545792849111, 0.0033047399905987, 0.0023962599235876703, 0.011422124386819301]","[0.0067604141695457795, 0.01051508178826867, 0.00480545706331946, 0.0040637233377218305, 0.00555437813121941, 0.01351651593371024, 0.01893145962426505, 0.02539431782249555, 0.004356966903655761, 0.012005736581766251, 0.0063104865414216095, 0.009317670560705059, 0.007963575270951252, 0.0033047399905987, 0.004500713749701851, 0.013375644024585121]"
50%,Total variation distance,freetime,-,-,-,-,-,-,-,0.19,0.30000000000000004,0.15000000000000002,0.1,0.2,0.31,0.51,0.55,0.16,0.36,0.17,0.24000000000000002,0.23,0.09,0.14,0.33,,0.07827916443665964,0.07827916443665964,1.6073821419881398,7.071009017256236,[],"[0.11304134387201396, 0.22553061298625804, 0.07743539950663716, 0.044492740119662554, 0.14353603318179659, 0.23818487778443279, 0.4513100016997402, 0.49220544246527054, 0.1013062075861677, 0.30181900177084725, 0.09725514715169883, 0.19772213877377162, 0.15873563712281047, 0.09134509098286184, 0.06969658379525552, 0.2545896963037352]","[0.3053434941362075, 0.516447144811021, 0.22394397639226013, 0.14976956077183268, 0.3459597795206091, 0.5433405126857185, 0.9613994123962807, 1.04090659856167, 0.26354612856521387, 0.6660234473744, 0.26363286442073164, 0.4343612815961262, 0.38372793314384923, 0.18269018196572367, 0.2050041849256663, 0.5849125159889252]"
50%,Jensen-Shannon divergence,freetime,-,-,-,-,-,-,-,0.07,0.09,0.06,0.05,0.08,0.08,0.1,0.09000000000000001,0.07,0.1,0.08,0.06999999999999999,0.08,0.04,0.05,0.09,,0.03387854816009924,0.03387854816009924,0.42174400491175135,1.18935840977969,[],"[0.038727568583329174, 0.055943309941518284, 0.033295236179484426, 0.02289393653826504, 0.04960951774350486, 0.05378311012319331, 0.07576869896510872, 0.07242853707878891, 0.040124615074142625, 0.06724606748558651, 0.03668538895165142, 0.05880004116559967, 0.04673023973096061, 0.035505404852327234, 0.03293814885816731, 0.055251092231676166]","[0.07201052160501475, 0.08658857705627111, 0.06585339253193201, 0.05190402426669346, 0.07747917351353892, 0.08662633912147251, 0.09756229885031964, 0.09645759772967735, 0.06703910649319433, 0.09493332243124228, 0.07197840762521399, 0.07103331963512673, 0.07317429105081542, 0.035505404852327234, 0.056662251641108996, 0.08455038137574117]"
50%,Hellinger distance,goout,-,-,-,-,-,-,-,-,0.49,0.39,0.3,0.47,0.47000000000000003,0.55,0.56,0.33999999999999997,0.54,0.42000000000000004,0.41000000000000003,0.41000000000000003,0.27,0.37,0.42000000000000004,,0.21065666319529125,0.21065666319529125,2.151304026711548,6.424178059481642,[],"[0.2823212036313324, 0.19352013874095259, 0.12239299013228096, 0.2567810936508751, 0.2805707581459518, 0.3973780862230491, 0.3923561829457035, 0.17746551110378114, 0.34565953793251414, 0.23293750740919586, 0.3100524055709684, 0.22552357683235016, 0.2038600805021437, 0.1826541062655243, 0.27782154794589065]","[0.4946018201035962, 0.39121176665658075, 0.29934943219938465, 0.4683005614304454, 0.47233095355768495, 0.5515507870377622, 0.5605807407728979, 0.33273469109269155, 0.5384842239627567, 0.4275143674516436, 0.4102898058246752, 0.40986147749764884, 0.27131976397285607, 0.3737424733526466, 0.4223051945683715]"
50%,Wasserstein distance,goout,-,-,-,-,-,-,-,-,0.01,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,,0.0022553880144625398,0.0022553880144625398,0.060073963165335725,0.14766251013234588,[],"[0.007502147895143449, 0.0025515065173173897, 0.0012002861644845003, 0.00345136177356569, 0.011264002856168628, 0.0175759268660508, 0.023282676654079074, 0.00435121702981396, 0.010804012948821289, 0.00375898002410424, 0.007214654203051352, 0.006608042512736991, 0.00345136177356567, 0.00165165126106911, 0.010969321821774233]","[0.011114506136280719, 0.0057038748511072795, 0.0033047399905986904, 0.0054077563482524404, 0.014118815218643187, 0.01982700247513193, 0.025693311262271343, 0.00705365773547971, 0.012610910803620139, 0.005262572033745911, 0.008114509459299611, 0.00841494036753583, 0.0046545228749711, 0.00405941093234045, 0.012321979643067563]"
50%,Total variation distance,goout,-,-,-,-,-,-,-,-,0.33999999999999997,0.19,0.12,0.25,0.32,0.53,0.58,0.19,0.39,0.21000000000000002,0.26,0.26,0.15000000000000002,0.18,0.31,,0.09498228691589813,0.09498228691589813,1.566193048135289,7.192874110969495,[],"[0.21065157844105203, 0.0857208733853934, 0.04079962770496702, 0.14402364439676876, 0.2382291694811583, 0.44585018006371485, 0.4839903377622652, 0.0977274196997163, 0.30101371763105483, 0.12604318570355896, 0.1991939655172414, 0.15264078039001155, 0.10220599166031485, 0.07694695829338179, 0.23738409230818247]","[0.5474525701662722, 0.267541611424372, 0.16050317152987448, 0.3978987569469471, 0.5582354189478627, 0.974690348108797, 1.065961632879654, 0.28342785751872324, 0.69302422449358, 0.32785292505322383, 0.4540758380930992, 0.4109275793795495, 0.25406324850897927, 0.25678373487202877, 0.5404351930465312]"
50%,Jensen-Shannon divergence,goout,-,-,-,-,-,-,-,-,0.09,0.08,0.05,0.09,0.09,0.1,0.1,0.06,0.11000000000000001,0.09,0.08,0.08,0.05,0.08,0.08,,0.041580574104315114,0.041580574104315114,0.41588984190382944,1.246668235325211,[],"[0.05468798855601893, 0.038284158988775484, 0.02420618615673168, 0.050461341292855455, 0.053460055123907266, 0.07491151384439207, 0.07150731074333408, 0.03465200738050117, 0.06649665859772681, 0.04586186540692233, 0.06103867789209087, 0.043775821828546155, 0.04014147623668432, 0.036038760562901666, 0.05309471298764044]","[0.09618357639681216, 0.07725974167228798, 0.05918118847252721, 0.09190602317184796, 0.09156591461662061, 0.10493267501259572, 0.10424670455580663, 0.06474454577466915, 0.10446130435248338, 0.08455801177545154, 0.08041473421467213, 0.07960463714626566, 0.05301992322293098, 0.07344111417641569, 0.08114814076382412]"
50%,Hellinger distance,romantic,-,-,-,-,-,-,-,-,-,0.45999999999999996,0.29000000000000004,0.49,0.52,0.6000000000000001,0.5900000000000001,0.38,0.55,0.5,0.4,0.39,0.18,0.37,0.48,,0.2581044079958278,0.2581044079958278,1.9850204212279134,6.20657292453055,[],"[0.2110469539418623, 0.07059967450589641, 0.2741340606550514, 0.26243876328060495, 0.40241968052410754, 0.39124749497707095, 0.16516286170360284, 0.34005242186961687, 0.2581044079958278, 0.2818169522238739, 0.19673950296326645, 0.1526678785975725, 0.16194349748128897, 0.2854578757445282]","[0.45907653703076046, 0.2936544937750989, 0.4945004360287718, 0.5227457726076778, 0.6070882943503867, 0.5888199918328672, 0.37438290797414403, 0.5513361581631873, 0.49891059029266005, 0.40011782636860904, 0.38978014708546027, 0.1823056043453829, 0.36849563584400624, 0.47535852883153795]"
50%,Wasserstein distance,romantic,-,-,-,-,-,-,-,-,-,0.01,0.0,0.01,0.01,0.02,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,,0.00390416433861075,0.00390416433861075,0.05925388740864303,0.14900798061133702,[],"[0.0051073254400162, 0.0007532334732812901, 0.00705078279855884, 0.00991134503487529, 0.0181767886825233, 0.022986558151224197, 0.00315811820763175, 0.00990272022411253, 0.00390416433861075, 0.00796932514479312, 0.004956391251667859, 0.0028519374255536497, 0.00314805592840851, 0.01082270003880725]","[0.0088605555902786, 0.0025543814542382903, 0.01156012135902347, 0.01367032505897952, 0.02103303851345831, 0.025693311262271326, 0.00631048654142164, 0.01215667077011462, 0.0073569635806369, 0.00992140731409847, 0.00766314436271498, 0.00330186505367778, 0.005847621697153331, 0.013078088053269779]"
50%,Total variation distance,romantic,-,-,-,-,-,-,-,-,-,0.26,0.12000000000000001,0.34,0.33999999999999997,0.5700000000000001,0.6,0.23,0.39999999999999997,0.27,0.26,0.24,0.1,0.19,0.37,,0.15343448933053694,0.15343448933053694,1.5183419890239653,7.0247851191456245,[],"[0.12058447888126873, 0.022645347934141007, 0.19803408753906845, 0.21333439377962143, 0.45223638205518, 0.48447806971307666, 0.08696067755595885, 0.2920950365100082, 0.15343448933053694, 0.17851852121624368, 0.11996454300001207, 0.0766922121612274, 0.08153399108445239, 0.2493027686260607]","[0.3832654483292983, 0.14656843637182537, 0.5361397244900161, 0.5556945854804309, 1.0278419895926407, 1.0848676142021054, 0.3128202607111867, 0.6958939566303268, 0.4276334841744864, 0.4335332471016459, 0.360013510410075, 0.16899598667314758, 0.27441553602399427, 0.6171013389544449]"
50%,Jensen-Shannon divergence,romantic,-,-,-,-,-,-,-,-,-,0.09,0.05,0.09,0.1,0.12,0.11000000000000001,0.07,0.11000000000000001,0.1,0.08,0.08,0.04,0.07,0.09,,0.05065891508432888,0.05065891508432888,0.3829116858248439,1.203203279334511,[],"[0.04139032418299117, 0.01394242224536627, 0.053164814353517886, 0.05018550255473706, 0.07579073483960636, 0.07145265167426045, 0.032350430719378875, 0.06553317348719992, 0.05065891508432888, 0.055295701375413064, 0.03830812365813008, 0.029848775858415822, 0.031886126957942726, 0.05469784448974143]","[0.09011461183569272, 0.05808511088959485, 0.09609523347731908, 0.10195446981294559, 0.11564839649692991, 0.10994361581003739, 0.07286710058865516, 0.10706425992411073, 0.09834821423425784, 0.07805434473788424, 0.07576835835198598, 0.035550072580539514, 0.07226137623420212, 0.09144811436035606]"
50%,Hellinger distance,Fjob,-,-,-,-,-,-,-,-,-,-,0.23,0.35000000000000003,0.31,0.42000000000000004,0.46,0.27,0.39,0.11,0.32999999999999996,0.27,0.17,0.22,-,,0.047701199638838766,0.047701199638838766,1.5142553852754348,3.556339813107534,[],"[0.19253334818146112, 0.28494278769723214, 0.27388522511250235, 0.39858657900278804, 0.3887590186556199, 0.19281691671322834, 0.33428653395008306, 0.04674907468647703, 0.2900889809338879, 0.21017217122290294, 0.16010418096493972, 0.1601835541520695]","[0.2361424318327541, 0.3524024711679445, 0.3174943087637953, 0.42243717882220744, 0.45621870212633225, 0.27329583313506156, 0.3918669755048586, 0.10980167993476299, 0.33369806458518086, 0.2735397387060695, 0.16998342288087653, 0.2194590056476903]"
50%,Wasserstein distance,Fjob,-,-,-,-,-,-,-,-,-,-,0.0,0.01,0.01,0.02,0.02,0.0,0.01,0.0,0.01,0.01,0.0,0.0,-,,0.00030186837669670004,0.00030186837669670004,0.047084998156614495,0.10168508142451646,[],"[0.0027010032372052897, 0.00855581227666101, 0.01081263775958404, 0.017725423585938697, 0.02268612724298796, 0.00480689453177996, 0.009603726784336731, 0.00060229928493294, 0.0067632891064667204, 0.0055558155996798895, 0.0027024407056657498, 0.00105078944459661]","[0.00315380580225034, 0.0091566740931335, 0.01126256538770817, 0.017876357774287047, 0.02359029490461761, 0.0063119240098821, 0.01065595369739382, 0.00135122035283285, 0.00721465420305131, 0.006608042512736969, 0.0028519374255536398, 0.00165165126106909]"
50%,Total variation distance,Fjob,-,-,-,-,-,-,-,-,-,-,0.09999999999999999,0.25,0.24000000000000002,0.46,0.51,0.16999999999999998,0.31,0.04,0.19999999999999998,0.16,0.08,0.08,-,,0.013089912280701738,0.013089912280701738,1.1768102292337308,4.899783188848203,[],"[0.08527728230681489, 0.21802828242800015, 0.2293954534028063, 0.4474166093996542, 0.48135382198356574, 0.11537075075194263, 0.2857622785713596, 0.01509649122807015, 0.17949679181678313, 0.1327034962952322, 0.0799400773992425, 0.05759929832258622]","[0.18402566558473074, 0.4627663800952273, 0.46954331149675754, 0.9009178748839646, 0.990563875454942, 0.27649185118262365, 0.5925654388077206, 0.049799900695133986, 0.3770887012352628, 0.2931275277404799, 0.16345158336991356, 0.13944107830144717]"
50%,Jensen-Shannon divergence,Fjob,-,-,-,-,-,-,-,-,-,-,0.05,0.06999999999999999,0.060000000000000005,0.08,0.08,0.06,0.06999999999999999,0.02,0.06999999999999999,0.05,0.03,0.04,-,,0.009427331520100569,0.009427331520100569,0.2914366881382318,0.6864254624118165,[],"[0.0380771544563154, 0.05504321991622356, 0.052318253863811406, 0.07509638359426903, 0.07104224459289865, 0.03762491294726532, 0.06448621895689258, 0.00926551321048617, 0.05708831764815035, 0.04086850921303771, 0.03135761998617502, 0.03175036485073719]","[0.04666058249811558, 0.0682581044410702, 0.06106057163429451, 0.07984281929353702, 0.08416244619332212, 0.053264836727174636, 0.07586677916206602, 0.02192467012630467, 0.06560341218378798, 0.05320675338314739, 0.03328051790164784, 0.04329396886734852]"
50%,Hellinger distance,reason,-,-,-,-,-,-,-,-,-,-,-,0.44999999999999996,0.48,0.58,0.5800000000000001,0.36,0.5,0.32,0.39,0.39,0.21000000000000002,0.35,0.46,,0.16216722489025442,0.16216722489025442,1.7546077113141145,5.060573045544208,[],"[0.2936228158350557, 0.26604938002913225, 0.4061102528144579, 0.39015643406890993, 0.18698503555850565, 0.34603480941242976, 0.152243227747986, 0.29640160394639115, 0.22139679523767458, 0.16998450115641384, 0.17711700918363968, 0.27877910785712356]","[0.4500941496228342, 0.48010437962937114, 0.5758245469623228, 0.5831725011268145, 0.3548600131900213, 0.4980005919041469, 0.3271074851067608, 0.38506475234331594, 0.39088736197657403, 0.21359358480770682, 0.34323204348593583, 0.45863163538840335]"
50%,Wasserstein distance,reason,-,-,-,-,-,-,-,-,-,-,-,0.01,0.01,0.02,0.02,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,,0.00165021379260865,0.00165021379260865,0.05466980048823444,0.13531465605699014,[],"[0.0093061708130214, 0.010210338474651078, 0.01862815377910791, 0.022837061431336313, 0.0034513617735656803, 0.01020602606926969, 0.0016487763241481903, 0.008715371275772118, 0.00660947998119746, 0.003002871613902, 0.00240488473435044, 0.00901867712092929]","[0.011255378045405828, 0.013814071905025567, 0.02118397270180669, 0.025992304702047123, 0.006454233387467661, 0.01260516092977826, 0.0045021512181622906, 0.010515081788268658, 0.00946141740675111, 0.00345423671048659, 0.0048083320002403895, 0.01126831526154998]"
50%,Total variation distance,reason,-,-,-,-,-,-,-,-,-,-,-,0.30000000000000004,0.32,0.55,0.59,0.2,0.37,0.13,0.25,0.25,0.11,0.16,0.34,,0.06286854824984969,0.06286854824984969,1.3541507894417764,6.148349223466498,[],"[0.2304995031743632, 0.21655891377678532, 0.45708670010923325, 0.48294597242440035, 0.0969322151496479, 0.3029797360690165, 0.058622789659170546, 0.19562233104650875, 0.1479598134734948, 0.08196090990296775, 0.07875061136329982, 0.23264498623496538]","[0.5315235687439982, 0.5321969016169752, 1.006719206284851, 1.0790932833733233, 0.29032033180096384, 0.6759134953531724, 0.1909340608411249, 0.44611706434611964, 0.39516244062729206, 0.18926531688856302, 0.2390565844618714, 0.5720469691282432]"
50%,Jensen-Shannon divergence,reason,-,-,-,-,-,-,-,-,-,-,-,0.09,0.09,0.11,0.11000000000000001,0.07,0.1,0.06,0.08,0.07,0.04,0.07,0.08,,0.03210481217092725,0.03210481217092725,0.33797566227059067,0.9786257198556074,[],"[0.05661524960337454, 0.05091269696571342, 0.07636721960489493, 0.07126763483983845, 0.036611348502209956, 0.06663099322141276, 0.03015593927726043, 0.05802127986979229, 0.042988143165590444, 0.03338641749173914, 0.03508545188099095, 0.05369932577650945]","[0.08737886279107711, 0.09348853043308541, 0.10948078445472056, 0.10879190892348803, 0.0692393638497454, 0.09646185118231244, 0.06483359308815084, 0.07510869652354583, 0.07594285362975275, 0.04176245756790131, 0.06757602610877385, 0.08856079130305387]"
50%,Hellinger distance,famrel,-,-,-,-,-,-,-,-,-,-,-,-,0.45,0.53,0.52,0.44000000000000006,0.52,0.39,0.35,0.36,0.2,0.39,0.38,,0.18744435201522192,0.18744435201522192,1.6441793092179808,4.548966023586207,[],"[0.225903472455605, 0.37037768946135996, 0.36014268586717246, 0.2826899882260356, 0.31354954955625164, 0.21297762031254672, 0.3136957365037393, 0.1944520855312718, 0.1894727779797385, 0.19826450334244958, 0.25194380516934756]","[0.449205643519872, 0.5269284440826, 0.5179940673609156, 0.44054136971977875, 0.5249888079663969, 0.3956999318704616, 0.35730482015503223, 0.36627482492849756, 0.1993520198956753, 0.38508000916344753, 0.3855960849235299]"
50%,Wasserstein distance,famrel,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.01,,0.00450502615508325,0.00450502615508325,0.047550737937803705,0.11614457666828877,[],"[0.007056532672400681, 0.014424996000721339, 0.0193856996577706, 0.00795782539710942, 0.00841350289907542, 0.00270962804796806, 0.009763285783447841, 0.00405653599541958, 0.00255438145423831, 0.00345279924202615, 0.00631623641526351]","[0.010352647852236621, 0.01788354511658932, 0.02239863355089583, 0.01126544032462907, 0.01277334473965216, 0.00525969709682499, 0.01021608834849289, 0.00736558839139966, 0.0027038781741262, 0.00690991088943367, 0.00901580218400835]"
50%,Total variation distance,famrel,-,-,-,-,-,-,-,-,-,-,-,-,0.27,0.5,0.54,0.31,0.39,0.19,0.24,0.22999999999999998,0.09,0.22,0.28,,0.10669524987886114,0.10669524987886114,1.2707901798938885,5.615942191878176,[],"[0.17016061336472557, 0.40629276101639017, 0.442760100734929, 0.2142262109362735, 0.2643685496622844, 0.11223055519629928, 0.22367545777457343, 0.11157888288075561, 0.09426367466421583, 0.09509626545968089, 0.19353678833992716]","[0.4447154913392647, 0.9069843601653436, 0.9838366014504578, 0.5292486422688424, 0.6598788405945795, 0.30442882207970834, 0.4690816847799161, 0.3395148072383535, 0.19209877789986024, 0.30707149329946826, 0.47908267076238115]"
50%,Jensen-Shannon divergence,famrel,-,-,-,-,-,-,-,-,-,-,-,-,0.08,0.1,0.1,0.08,0.1,0.08,0.06999999999999999,0.07,0.04,0.08,0.08,,0.036591181273641735,0.036591181273641735,0.31731644861347763,0.8801829409398291,[],"[0.04344601930826687, 0.0703082431321169, 0.06634859556590275, 0.054779659741041, 0.06062358385439911, 0.041785180363213145, 0.06119222666928825, 0.03796322155092818, 0.037170586443337275, 0.039120292392592765, 0.04871292565858558]","[0.08774605689103737, 0.10065599682643464, 0.09690376405627221, 0.08531402098126487, 0.10182003278637858, 0.07796325153327542, 0.06966207594366841, 0.07112279004385719, 0.0390934843588101, 0.07542438542262549, 0.07447708209620471]"
50%,Hellinger distance,studytime,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6799999999999999,0.68,0.55,0.63,0.66,0.45999999999999996,0.51,0.35,0.52,0.51,,0.2947932626743151,0.2947932626743151,1.8168792354747838,5.541765188872614,[],"[0.4131788876124056, 0.40065979416496356, 0.31392149584780893, 0.3317130960305195, 0.3369733334000132, 0.28984148111134667, 0.21514026323336538, 0.23530262490020853, 0.23376694004924903, 0.27367402925105744]","[0.6827336448812258, 0.6830817447003209, 0.5546341169153315, 0.6307248187079846, 0.6533031565302365, 0.4565739833920443, 0.5086295096773084, 0.34101218884742573, 0.5207280900341499, 0.5103439351865868]"
50%,Wasserstein distance,studytime,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.03,0.02,0.02,0.02,0.01,0.02,0.0,0.01,0.01,,0.00632054882064489,0.00632054882064489,0.05770573387672711,0.16518956307074142,[],"[0.019686130566006852, 0.02419259418955059, 0.011706743141990479, 0.011107318793978452, 0.00631911135218443, 0.01096644688485332, 0.00615811488461285, 0.00376041749256472, 0.00165308872952958, 0.007220404076893179]","[0.025857182666763852, 0.032460912774119485, 0.016973627581117798, 0.018475782122299084, 0.01655101185374241, 0.01442643346918175, 0.014278374217754321, 0.0061681771638360606, 0.00811738439622052, 0.01188067682570617]"
50%,Total variation distance,studytime,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6699999999999999,0.71,0.43000000000000005,0.49,0.43,0.36,0.36,0.22,0.30000000000000004,0.37,,0.18238131469943408,0.18238131469943408,1.4535015003754608,6.87907978749709,[],"[0.4687427933985762, 0.49415184889102753, 0.2589752386486547, 0.2885466767066206, 0.21908050419546637, 0.23550097508754558, 0.13794246337235272, 0.12863204763821456, 0.09986292701334756, 0.21080489640024735]","[1.137271912733211, 1.2074355329947726, 0.6889181449798207, 0.7774442354710159, 0.6480531125866948, 0.589280474018536, 0.500025903558082, 0.3502540137064564, 0.39883478998764055, 0.5815616674608597]"
50%,Jensen-Shannon divergence,studytime,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,0.12000000000000001,0.11,0.12,0.13,0.09,0.1,0.07,0.11,0.1,,0.058189404921304186,0.058189404921304186,0.3504770551282043,1.0702416413672902,[],"[0.07761272924236381, 0.07286225634203972, 0.060214575453009414, 0.06377755827039387, 0.0667405931198409, 0.05559698222041822, 0.04180759896181942, 0.046345028897146666, 0.04652437139448012, 0.053093606512288116]","[0.1300191220270725, 0.12756982368209413, 0.10698718539930371, 0.12240499006373078, 0.12871587220149344, 0.08784661130484886, 0.09867743612614405, 0.06647245643293333, 0.10256573232992985, 0.09898241179973953]"
50%,Hellinger distance,paid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.66,0.53,0.73,0.68,0.42000000000000004,0.47000000000000003,0.2,0.53,0.53,,0.34005242186961687,0.34005242186961687,1.586434700757261,4.746706200636607,[],"[0.39124749497707095, 0.24600969561401062, 0.40241968052410754, 0.34005242186961687, 0.2580613056653472, 0.19349996057891006, 0.1526678785975725, 0.2213520400113429, 0.28745407993730937]","[0.657012209770176, 0.5300504612061692, 0.7283279510356491, 0.6835872290403301, 0.4167394427477017, 0.4746650406738438, 0.19941695328404951, 0.5323675772395017, 0.5245393356391868]"
50%,Wasserstein distance,paid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.02,0.03,0.02,0.01,0.01,0.0,0.02,0.02,,0.00990272022411253,0.00990272022411253,0.054967356459549824,0.1510405610144286,[],"[0.022986558151224197, 0.00585480903945569, 0.0181767886825233, 0.00990272022411253, 0.009612351595099478, 0.00405941093234049, 0.0028519374255536497, 0.005856246507916151, 0.0108284499126491]","[0.03049158098328856, 0.014253937253926503, 0.027480084558623802, 0.019949187294271087, 0.012467163957574058, 0.011864864672641102, 0.00375179268180192, 0.014110190407880452, 0.01667175920442111]"
50%,Total variation distance,paid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.71,0.44000000000000006,0.74,0.56,0.32,0.37,0.11,0.41000000000000003,0.43,,0.2920950365100082,0.2920950365100082,1.375873332325267,6.2660977648834715,[],"[0.48447806971307666, 0.16870498424672994, 0.45223638205518, 0.2920950365100082, 0.20573036996349187, 0.1106694112895275, 0.0766922121612274, 0.13421404085184416, 0.2427360848394319]","[1.1989183468256264, 0.6063634286040407, 1.193033872764348, 0.8555404142715366, 0.522348268851597, 0.4811579553647408, 0.18742357357899536, 0.5446300292603269, 0.6766818753622601]"
50%,Jensen-Shannon divergence,paid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12000000000000001,0.1,0.14,0.14,0.08,0.09,0.04,0.1,0.11,,0.06553317348719992,0.06553317348719992,0.30354948302698903,0.9086828358279808,[],"[0.07145265167426045, 0.04781159185395496, 0.07579073483960636, 0.06553317348719992, 0.04944145206245656, 0.037779858230701444, 0.029848775858415822, 0.04321467047951109, 0.05515971059347167]","[0.12231734671525238, 0.10197485132201475, 0.13848313223533057, 0.13207082826739658, 0.08007543522239069, 0.0914196020601877, 0.03877397407109259, 0.10304202148481147, 0.10052564444950399]"
50%,Hellinger distance,internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.64,0.68,0.56,0.42000000000000004,0.44,0.2,0.44,0.45999999999999996,,0.2863402031105221,0.2863402031105221,1.351560756348157,3.83997218842635,[],"[0.381548721668807, 0.40241968052410754, 0.2863402031105221, 0.2725952020211152, 0.20402640610883696, 0.1526678785975725, 0.18250979969002026, 0.248333214754288]","[0.6385561389754184, 0.6829078243178643, 0.5540990157007868, 0.4210266580556379, 0.44475703432879865, 0.19941695328404951, 0.4442912220911015, 0.45491734167269315]"
50%,Wasserstein distance,internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.03,0.02,0.01,0.01,0.0,0.01,0.01,,0.00870530899654891,0.00870530899654891,0.04625557885492883,0.1180348476937945,[],"[0.021932893769706648, 0.0181767886825233, 0.00870530899654891, 0.01051651925672916, 0.00435696690365582, 0.0028519374255536497, 0.0022496381406207, 0.00631048654142166]","[0.02853518640860181, 0.02674122576994706, 0.01605796017180445, 0.013218959962394911, 0.010063716691684058, 0.00375179268180192, 0.00945997993829066, 0.010206026069269639]"
50%,Total variation distance,internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.69,0.68,0.4,0.33,0.31,0.11,0.29,0.35,,0.21975905165876944,0.21975905165876944,1.134985496661835,4.987114635902058,[],"[0.47116091664672205, 0.45223638205518, 0.21975905165876944, 0.23032995531734662, 0.1178747619381657, 0.0766922121612274, 0.07705516092783675, 0.1853444493008828]","[1.158808383159712, 1.1343823707842455, 0.6218245567745753, 0.561659646254705, 0.42998517589565255, 0.18742357357899536, 0.3671858683874214, 0.5258450610667516]"
50%,Jensen-Shannon divergence,internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12000000000000001,0.13,0.11,0.08,0.09,0.04,0.09,0.09,,0.05528026245538016,0.05528026245538016,0.2587351481074603,0.7365273410478939,[],"[0.06981111555952688, 0.07579073483960636, 0.05528026245538016, 0.05209730434149264, 0.039846280212459576, 0.029848775858415822, 0.03608578494842404, 0.04814951308885476]","[0.11929753870841962, 0.12985845053977943, 0.10738041347901248, 0.08065288167741569, 0.08614430280219287, 0.03877397407109259, 0.08658961854954039, 0.08783016122044078]"
50%,Hellinger distance,Walc,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.67,0.5700000000000001,0.42000000000000004,0.45999999999999996,0.28,0.51,0.6,,0.2780313116526746,0.2780313116526746,1.3195132575286506,3.5322983744914764,[],"[0.40045821488262084, 0.29474616148611626, 0.28222838731761335, 0.22486071112871095, 0.23242102688111962, 0.254025160445204, 0.3942242296105669]","[0.6684215513716623, 0.5710318366077518, 0.42117493685820967, 0.4659712349719275, 0.2859093524483494, 0.5145506250624499, 0.6052388371711257]"
50%,Wasserstein distance,Walc,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.02,0.01,0.01,0.0,0.02,0.02,,0.010218963285413829,0.010218963285413829,0.04770239086038233,0.11914601081373052,[],"[0.018027291962635403, 0.00916673637235673, 0.010963571947932372, 0.00315236833378989, 0.00345711164740752, 0.006908473420973249, 0.02329130146484184]","[0.027349274928721863, 0.01877765049899577, 0.014266874470070622, 0.010220400753874249, 0.00405509852695908, 0.01622614398167833, 0.02825056765343061]"
50%,Total variation distance,Walc,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.69,0.44999999999999996,0.33999999999999997,0.35,0.16,0.42000000000000004,0.66,,0.23676931331861167,0.23676931331861167,1.1583372325685253,4.899990460021242,[],"[0.44847590919461233, 0.24431703482083572, 0.23765519002878494, 0.12797032497182417, 0.1258273203590082, 0.17008131100363333, 0.4888087481211282]","[1.132577185051316, 0.6990537403036701, 0.5768368667985604, 0.47433449954232465, 0.2824852338248244, 0.5886729425298365, 1.1460299919707104]"
